ID Artículo	ID Sub-Categoria	Producto	 PrecioUnitario 	 CostoUnitario 
OFF-SU-10003683	SUB_CAT-70	Kleencut Ruler, Easy Grip	 $10,12 	 $8,52 
OFF-LA-10001607	SUB_CAT-170	Novimex Shipping Etiquetas, Alphabetical	 $10,80 	 $5,40 
OFF-FA-10001651	SUB_CAT-160	Stockwell Thumb Tacks, Bulk Pack	 $13,53 	 $10,02 
OFF-ACC-10003745	SUB_CAT-160	Accos Papel Clips, Assorted Sizes	 $14,04 	 $13,20 
FUR-FU-10003901	SUB_CAT-120	Advantus Stacking Tray, Erganomic	 $16,66 	 $13,34 
OFF-FA-10003734	SUB_CAT-160	OIC Rubber Bands, Metal	 $11,46 	 $5,96 
OFF-FA-10000207	SUB_CAT-160	OIC Clamps, Assorted Sizes	 $17,22 	 $16,02 
FUR-FU-10000018	SUB_CAT-120	Eldon Clock, Erganomic	 $55,14 	 $27,57 
FUR-FU-10004586	SUB_CAT-120	G.E. Longer-Life Indoor Recessed Floodlight Bulbs	 $6,64 	 $3,45 
OFF-EAT-10002674	SUB_CAT-140	Eaton Memo Slips, Multicolor	 $15,15 	 $12,60 
OFF-ST-10003172	SUB_CAT-110	Eldon Box, Wire Frame	 $6,22 	 $3,80 
OFF-SU-10001840	SUB_CAT-70	Stiletto Box Cutter, High Speed	 $35,97 	 $27,36 
FUR-FU-10004351	SUB_CAT-120	Staples	 $9,74 	 $5,45 
OFF-CAM-10000192	SUB_CAT-150	Cameo Interoffice Envelope, with clear poly window	 $50,97 	 $48,45 
OFF-AR-10000401	SUB_CAT-130	Binney & Smith Highlighters, Water Color	 $13,18 	 $11,88 
OFF-FA-10002175	SUB_CAT-160	OIC Push Pins, Assorted Sizes	 $12,36 	 $6,57 
OFF-KRA-10000695	SUB_CAT-150	Kraft Mailers, Set of 50	 $37,65 	 $27,51 
OFF-FA-10004698	SUB_CAT-160	Stockwell Staples, Metal	 $10,53 	 $10,23 
TEC-PH-10004700	SUB_CAT-30	PowerGen Dual USB Car Charger	 $9,99 	 $5,39 
TEC-PH-10003442	SUB_CAT-30	Samsung Replacement EH64AVFWE Premium Headset	 $5,50 	 $4,12 
OFF-STO-10003395	SUB_CAT-160	Stockwell Rubber Bands, Metal	 $16,26 	 $8,13 
OFF-SME-10004256	SUB_CAT-170	Smead Removable Etiquetas, Adjustable	 $10,89 	 $6,66 
OFF-AR-10004757	SUB_CAT-130	Crayola Colored Pencils	 $3,28 	 $2,20 
OFF-BI-10002222	SUB_CAT-60	Cardinal Binder Covers, Clear	 $7,64 	 $6,66 
OFF-LA-10000203	SUB_CAT-170	Hon Round Etiquetas, Laser Printer Compatible	 $4,44 	 $2,58 
OFF-FA-10003546	SUB_CAT-160	Stockwell Thumb Tacks, Metal	 $13,26 	 $10,23 
OFF-EN-10003422	SUB_CAT-150	Kraft Peel and Seal, Recycled	 $19,29 	 $16,41 
OFF-PA-10000349	SUB_CAT-140	Staples	 $4,98 	 $2,64 
FUR-FU-10001731	SUB_CAT-120	Acrylic Self-Standing Desk Frames	 $2,67 	 $1,66 
OFF-ACC-10001285	SUB_CAT-60	Acco Index Tab, Clear	 $8,58 	 $7,23 
OFF-ADV-10004228	SUB_CAT-160	Advantus Push Pins, Assorted Sizes	 $11,88 	 $9,51 
OFF-LA-10000989	SUB_CAT-170	Smead Round Etiquetas, Adjustable	 $3,20 	 $2,22 
OFF-LA-10000536	SUB_CAT-170	Smead Color Coded Etiquetas, Laser Printer Compatible	 $13,05 	 $7,05 
OFF-FA-10002637	SUB_CAT-160	OIC Clamps, Bulk Pack	 $19,77 	 $14,85 
TEC-AC-10002134	SUB_CAT-10	Rosewill 107 Normal Keys USB Wired Standard Keyboard	 $13,48 	 $11,59 
FUR-FU-10001940	SUB_CAT-120	Staples	 $7,96 	 $4,46 
OFF-ADV-10001437	SUB_CAT-160	Advantus Papel Clips, Bulk Pack	 $14,07 	 $11,97 
OFF-BOS-10002041	SUB_CAT-130	Boston Highlighters, Water Color	 $22,05 	 $18,09 
TEC-AC-10000342	SUB_CAT-10	Logitech Numeric Keypad, Programmable	 $31,88 	 $17,22 
OFF-FA-10003463	SUB_CAT-160	OIC Thumb Tacks, Assorted Sizes	 $11,52 	 $6,93 
OFF-FA-10000907	SUB_CAT-160	OIC Rubber Bands, Bulk Pack	 $17,07 	 $11,28 
OFF-SU-10004664	SUB_CAT-70	Acme Softgrip Scissors	 $8,14 	 $5,78 
OFF-BI-10000279	SUB_CAT-60	"Acco Recycled 2"" Capacity Laser Printer Hanging Data Carpetas"	 $14,45 	 $7,66 
OFF-FA-10001567	SUB_CAT-160	Advantus Papel Clips, Bulk Pack	 $9,38 	 $5,46 
OFF-BI-10002976	SUB_CAT-60	ACCOHIDE Binder by Acco	 $4,13 	 $2,19 
OFF-EN-10002961	SUB_CAT-150	Kraft Clasp Envelope, Security-Tint	 $11,40 	 $8,79 
OFF-EN-10000428	SUB_CAT-150	Cameo Clasp Envelope, with clear poly window	 $13,05 	 $12,03 
FUR-DEF-10004936	SUB_CAT-120	Deflect-O Light Bulb, Durable	 $16,02 	 $8,01 
OFF-AR-10001244	SUB_CAT-130	BIC Canvas, Easy-Erase	 $35,98 	 $33,48 
OFF-ST-10001227	SUB_CAT-110	Eldon Folders, Wire Frame	 $10,70 	 $6,64 
OFF-EN-10001669	SUB_CAT-150	Ames Interoffice Envelope, with clear poly window	 $32,44 	 $21,74 
OFF-AR-10003673	SUB_CAT-130	Sanford Markers, Fluorescent	 $24,51 	 $24,03 
OFF-EN-10001680	SUB_CAT-150	Jiffy Clasp Envelope, with clear poly window	 $12,06 	 $7,98 
OFF-KRA-10002170	SUB_CAT-150	Kraft Business Sobres, Security-Tint	 $16,44 	 $8,22 
OFF-PA-10001595	SUB_CAT-140	Enermax Memo Slips, 8.5 x 11	 $19,80 	 $19,80 
OFF-PA-10000501	SUB_CAT-140	Petty Cash Envelope	 $26,96 	 $13,75 
OFF-EAT-10003405	SUB_CAT-140	Eaton Parchment Papel, Multicolor	 $14,88 	 $11,61 
OFF-KRA-10000492	SUB_CAT-150	Kraft Manila Envelope, Recycled	 $25,29 	 $20,76 
TEC-APP-10000530	SUB_CAT-30	Apple Audio Dock, VoIP	 $166,98 	 $113,55 
OFF-ST-10001195	SUB_CAT-110	Smead Box, Wire Frame	 $9,84 	 $8,19 
OFF-SU-10002611	SUB_CAT-70	Fiskars Ruler, Serrated	 $11,13 	 $7,02 
OFF-ELI-10000443	SUB_CAT-70	Elite Shears, Steel	 $46,41 	 $24,60 
TEC-OKI-10000592	SUB_CAT-90	Okidata Phone, White	 $85,26 	 $84,42 
TEC-LOG-10002262	SUB_CAT-10	Logitech Flash Drive, Bluetooth	 $30,51 	 $17,40 
FUR-DEF-10003676	SUB_CAT-120	Deflect-O Stacking Tray, Erganomic	 $22,32 	 $21,45 
OFF-LA-10004020	SUB_CAT-170	Hon Color Coded Etiquetas, 5000 Label Set	 $13,20 	 $13,20 
OFF-BI-10001456	SUB_CAT-60	Avery Binder, Economy	 $12,90 	 $7,62 
OFF-ADV-10000308	SUB_CAT-160	Advantus Push Pins, 12 Pack	 $13,86 	 $9,03 
OFF-EN-10003685	SUB_CAT-150	Jiffy Mailers, with clear poly window	 $27,14 	 $20,90 
OFF-EN-10002065	SUB_CAT-150	Ames Clasp Envelope, Set of 50	 $7,20 	 $3,96 
FUR-FU-10004483	SUB_CAT-120	Deflect-O Light Bulb, Durable	 $16,02 	 $8,01 
OFF-PA-10000824	SUB_CAT-140	Enermax Computer Printout Papel, Multicolor	 $29,88 	 $22,71 
OFF-BI-10003476	SUB_CAT-60	Avery Metallic Poly Carpetas	 $5,73 	 $2,98 
OFF-BI-10002309	SUB_CAT-60	Avery Heavy-Duty EZD  Binder With Locking Rings	 $5,58 	 $2,90 
OFF-AR-10002467	SUB_CAT-130	Dixon Ticonderoga Pencils	 $2,98 	 $2,18 
OFF-ENE-10000516	SUB_CAT-140	Enermax Note Cards, Multicolor	 $32,64 	 $25,80 
OFF-LA-10002673	SUB_CAT-170	Harbour Creations Round Etiquetas, Laser Printer Compatible	 $4,50 	 $2,34 
TEC-AC-10004683	SUB_CAT-10	Memorex Flash Drive, USB	 $29,61 	 $17,79 
OFF-BI-10000301	SUB_CAT-60	GBC Instant Report Kit	 $6,47 	 $3,24 
OFF-LA-10002271	SUB_CAT-170	Smead Alpha-Z Color-Coded Second Alphabetical Etiquetas and StArteer Set	 $3,08 	 $1,60 
OFF-LA-10000897	SUB_CAT-170	Avery Round Etiquetas, Laser Printer Compatible	 $4,76 	 $2,58 
OFF-BI-10004352	SUB_CAT-60	Wilson Jones DublLock D-Ring Carpetas	 $6,75 	 $3,38 
OFF-EN-10001443	SUB_CAT-150	Jiffy Business Sobres, Recycled	 $9,84 	 $5,92 
OFF-LA-10003967	SUB_CAT-170	Smead Color Coded Etiquetas, Adjustable	 $10,95 	 $8,55 
TEC-MA-10001966	SUB_CAT-90	Epson Card Printer, Durable	 $170,07 	 $142,86 
OFF-BI-10001634	SUB_CAT-60	Wilson Jones Active Use Carpetas	 $7,28 	 $3,71 
OFF-LA-10004239	SUB_CAT-170	Smead Color Coded Etiquetas, Adjustable	 $7,30 	 $5,34 
TEC-PH-10001084	SUB_CAT-30	Nokia Office Telephone, VoIP	 $65,22 	 $42,42 
OFF-SU-10000272	SUB_CAT-70	Stiletto Letter Opener, Easy Grip	 $30,00 	 $17,70 
OFF-PA-10003016	SUB_CAT-140	"Adams ""While You Were Out"" Message Pads"	 $3,14 	 $1,73 
TEC-LOG-10000546	SUB_CAT-10	Logitech Mouse, Bluetooth	 $29,28 	 $16,11 
OFF-SAN-10003368	SUB_CAT-130	Sanford Pens, Blue	 $11,10 	 $8,46 
OFF-KRA-10000113	SUB_CAT-150	Kraft Peel and Seal, Recycled	 $19,29 	 $18,15 
OFF-ST-10000918	SUB_CAT-110	Crate-A-Files	 $10,90 	 $8,07 
FUR-FU-10000409	SUB_CAT-120	GE 4 Foot Flourescent Tube, 40 Watt	 $14,98 	 $8,09 
OFF-BI-10000216	SUB_CAT-60	"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"	 $12,97 	 $6,48 
OFF-CUI-10002506	SUB_CAT-80	CuisinArte Blender, White	 $65,13 	 $40,41 
OFF-BI-10004712	SUB_CAT-60	Cardinal Hole Reinforcements, Clear	 $4,80 	 $2,61 
OFF-FA-10001526	SUB_CAT-160	Stockwell Rubber Bands, 12 Pack	 $15,96 	 $10,86 
OFF-LA-10002876	SUB_CAT-170	Hon Legal Exhibit Etiquetas, Adjustable	 $8,76 	 $5,01 
OFF-BI-10004483	SUB_CAT-60	Ibico Index Tab, Clear	 $8,37 	 $8,04 
OFF-FA-10001213	SUB_CAT-160	Advantus Push Pins, 12 Pack	 $13,86 	 $6,93 
OFF-NOV-10004048	SUB_CAT-170	Novimex Legal Exhibit Etiquetas, 5000 Label Set	 $10,86 	 $9,45 
OFF-AR-10002710	SUB_CAT-130	Sanford Pens, Easy-Erase	 $7,58 	 $6,46 
OFF-FA-10003836	SUB_CAT-160	Stockwell Rubber Bands, 12 Pack	 $15,96 	 $14,37 
OFF-BI-10001758	SUB_CAT-60	Wilson Jones 14 Line Acrylic Coated Pressboard Data Carpetas	 $5,34 	 $2,83 
OFF-ST-10001505	SUB_CAT-110	"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"	 $5,98 	 $4,96 
OFF-HON-10000966	SUB_CAT-170	Hon Round Etiquetas, Alphabetical	 $6,48 	 $6,42 
OFF-STO-10004302	SUB_CAT-160	Stockwell Papel Clips, Bulk Pack	 $14,01 	 $9,96 
OFF-SAN-10001326	SUB_CAT-140	SanDisk Note Cards, 8.5 x 11	 $29,73 	 $22,02 
FUR-FU-10002637	SUB_CAT-120	Deflect-O Stacking Tray, Erganomic	 $15,94 	 $12,28 
OFF-FA-10000999	SUB_CAT-160	OIC Thumb Tacks, 12 Pack	 $13,50 	 $8,10 
FUR-FU-10002407	SUB_CAT-120	Deflect-O Light Bulb, Duo Pack	 $19,05 	 $16,77 
OFF-LA-10004677	SUB_CAT-170	Self-Adhesive Address Etiquetas for Typewriters with Dispenser Box	 $3,69 	 $1,96 
OFF-ELI-10001685	SUB_CAT-70	Elite Ruler, Steel	 $13,20 	 $9,66 
OFF-PA-10002231	SUB_CAT-140	Green Bar Computer Printout Papel, Premium	 $19,84 	 $19,66 
OFF-AR-10001738	SUB_CAT-130	Binney & Smith Canvas, Easy-Erase	 $34,42 	 $21,00 
FUR-FU-10003370	SUB_CAT-120	Tenex Light Bulb, Durable	 $10,64 	 $10,34 
OFF-EN-10003885	SUB_CAT-150	Ames Interoffice Envelope, Set of 50	 $45,12 	 $27,54 
OFF-AR-10004485	SUB_CAT-130	Sanford Pens, Water Color	 $14,28 	 $7,14 
OFF-ACC-10003806	SUB_CAT-160	Accos Clamps, Metal	 $19,50 	 $11,70 
OFF-FA-10002358	SUB_CAT-160	Accos Push Pins, 12 Pack	 $9,30 	 $5,40 
OFF-FA-10004880	SUB_CAT-160	Accos Rubber Bands, Bulk Pack	 $16,68 	 $8,52 
OFF-XER-10000482	SUB_CAT-140	Xerox Note Cards, Multicolor	 $27,78 	 $20,85 
OFF-FA-10001684	SUB_CAT-160	Accos Staples, Bulk Pack	 $7,30 	 $4,60 
TEC-AC-10001635	SUB_CAT-10	KeyTronic KT400U2 - Keyboard - Black	 $10,28 	 $8,22 
OFF-PA-10003883	SUB_CAT-140	"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""	 $6,55 	 $3,54 
FUR-TEN-10004147	SUB_CAT-120	Tenex Clock, Erganomic	 $48,87 	 $26,88 
OFF-PA-10003002	SUB_CAT-140	Enermax Message Books, Multicolor	 $15,94 	 $11,96 
OFF-AP-10003079	SUB_CAT-80	CuisinArte Coffee Grinder, Silver	 $26,24 	 $13,40 
TEC-AC-10003548	SUB_CAT-10	Logitech Flash Drive, Bluetooth	 $20,34 	 $14,66 
OFF-LA-10004614	SUB_CAT-170	Smead Round Etiquetas, 5000 Label Set	 $7,29 	 $5,40 
OFF-ST-10002250	SUB_CAT-110	Smead Folders, Industrial	 $17,97 	 $9,72 
TEC-AC-10001542	SUB_CAT-10	SanDisk Cruzer 16 GB USB Flash Drive	 $11,48 	 $9,30 
OFF-ADV-10000177	SUB_CAT-160	Advantus Staples, Metal	 $10,98 	 $6,48 
OFF-EN-10003854	SUB_CAT-150	Jiffy Clasp Envelope, Security-Tint	 $10,92 	 $9,18 
OFF-PA-10000758	SUB_CAT-140	SanDisk Computer Printout Papel, 8.5 x 11	 $33,93 	 $33,93 
OFF-PA-10001307	SUB_CAT-140	Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad	 $4,20 	 $2,14 
OFF-FA-10000470	SUB_CAT-160	Stockwell Papel Clips, Assorted Sizes	 $7,30 	 $4,46 
OFF-FA-10000406	SUB_CAT-160	Advantus Thumb Tacks, Metal	 $9,14 	 $8,32 
OFF-EN-10003094	SUB_CAT-150	Ames Peel and Seal, with clear poly window	 $14,82 	 $14,68 
FUR-FU-10002874	SUB_CAT-120	Ultra Commercial Grade Dual Valve Door Closer	 $39,89 	 $27,13 
OFF-LA-10000990	SUB_CAT-170	Harbour Creations Legal Exhibit Etiquetas, Alphabetical	 $7,18 	 $3,68 
FUR-FU-10002784	SUB_CAT-120	Advantus Photo Frame, Duo Pack	 $35,36 	 $18,40 
OFF-EN-10002926	SUB_CAT-150	Cameo Mailers, Set of 50	 $25,44 	 $19,60 
OFF-PA-10003981	SUB_CAT-140	SanDisk Note Cards, Premium	 $19,88 	 $10,94 
OFF-LA-10001934	SUB_CAT-170	Avery 516	 $7,31 	 $3,87 
OFF-CAR-10000319	SUB_CAT-60	Cardinal Binder Covers, Recycled	 $12,36 	 $6,81 
OFF-ACC-10000307	SUB_CAT-60	Acco Index Tab, Clear	 $8,04 	 $4,68 
OFF-NOV-10001568	SUB_CAT-170	Novimex Shipping Etiquetas, 5000 Label Set	 $11,37 	 $7,29 
OFF-FA-10003631	SUB_CAT-160	Advantus Papel Clips, Metal	 $13,38 	 $8,19 
OFF-LA-10001771	SUB_CAT-170	Avery 513	 $4,98 	 $2,69 
OFF-LA-10003515	SUB_CAT-170	Novimex Color Coded Etiquetas, Laser Printer Compatible	 $8,28 	 $5,22 
FUR-FU-10001706	SUB_CAT-120	Longer-Life Soft White Bulbs	 $3,08 	 $1,60 
OFF-LA-10004795	SUB_CAT-170	Novimex Shipping Etiquetas, Alphabetical	 $10,80 	 $8,55 
OFF-BI-10003350	SUB_CAT-60	Acco Expandable Hanging Carpetas	 $6,38 	 $3,45 
OFF-BI-10002990	SUB_CAT-60	Acco Index Tab, Clear	 $8,58 	 $7,23 
OFF-EN-10002806	SUB_CAT-150	GlobeWeis Peel and Seal, Recycled	 $20,19 	 $10,71 
FUR-FU-10002885	SUB_CAT-120	Magna Visual Magnetic Picture Hangers	 $4,82 	 $2,99 
OFF-PA-10001656	SUB_CAT-140	SanDisk Parchment Papel, 8.5 x 11	 $13,90 	 $10,44 
OFF-AP-10003477	SUB_CAT-80	Hamilton Beach Blender, Silver	 $47,36 	 $47,36 
OFF-AR-10000817	SUB_CAT-130	Manco Dry-Lighter Erasable Highlighter	 $3,04 	 $2,01 
OFF-PA-10000007	SUB_CAT-140	"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""	 $3,60 	 $1,94 
OFF-FA-10003464	SUB_CAT-160	Stockwell Rubber Bands, 12 Pack	 $10,38 	 $5,72 
OFF-FA-10001184	SUB_CAT-160	Stockwell Staples, Assorted Sizes	 $8,25 	 $7,86 
OFF-LA-10003119	SUB_CAT-170	Hon Color Coded Etiquetas, 5000 Label Set	 $13,20 	 $9,00 
OFF-AR-10003394	SUB_CAT-130	Newell 332	 $2,94 	 $2,15 
TEC-PH-10000307	SUB_CAT-30	Shocksock Galaxy S4 Armband	 $10,95 	 $10,51 
TEC-PH-10000912	SUB_CAT-30	Anker 24W Portable Micro USB Car Charger	 $10,99 	 $5,93 
TEC-STA-10003065	SUB_CAT-90	StArteech Receipt Printer, Durable	 $110,70 	 $89,67 
OFF-PA-10002250	SUB_CAT-140	Things To Do Today Pad	 $5,87 	 $3,05 
OFF-ACC-10000497	SUB_CAT-160	Accos Rubber Bands, Assorted Sizes	 $14,13 	 $10,89 
OFF-BI-10000206	SUB_CAT-60	Wilson Jones Binder Covers, Economy	 $11,19 	 $6,72 
OFF-PA-10000919	SUB_CAT-140	Xerox 1918	 $38,76 	 $19,77 
OFF-AR-10001374	SUB_CAT-130	BIC Brite Liner Highlighters, Chisel Tip	 $6,48 	 $4,41 
OFF-LA-10000081	SUB_CAT-170	Avery 496	 $3,75 	 $1,95 
OFF-PA-10001593	SUB_CAT-140	Xerox 1947	 $5,98 	 $3,29 
FUR-TEN-10003879	SUB_CAT-120	Tenex Light Bulb, Black	 $18,93 	 $13,26 
OFF-ACC-10002167	SUB_CAT-160	Accos Papel Clips, Metal	 $13,47 	 $12,81 
OFF-PA-10004648	SUB_CAT-140	Xerox Message Books, Recycled	 $20,28 	 $18,87 
OFF-PA-10003699	SUB_CAT-140	SanDisk Parchment Papel, Recycled	 $16,62 	 $10,50 
OFF-AR-10003405	SUB_CAT-130	Dixon My First Ticonderoga Pencil, #2	 $5,85 	 $4,15 
OFF-PA-10003971	SUB_CAT-140	Xerox 1965	 $5,98 	 $3,05 
OFF-EN-10001219	SUB_CAT-150	"#10- 4 1/8"" x 9 1/2"" Security-Tint Sobres"	 $7,64 	 $3,90 
OFF-FA-10001476	SUB_CAT-160	OIC Papel Clips, Assorted Sizes	 $7,92 	 $4,52 
OFF-LA-10004727	SUB_CAT-170	Hon File Folder Etiquetas, Laser Printer Compatible	 $8,64 	 $7,62 
OFF-BI-10001116	SUB_CAT-60	"Wilson Jones 1"" Hanging DublLock Ring Carpetas"	 $5,28 	 $2,75 
OFF-BI-10001031	SUB_CAT-60	Pressboard Data Carpetas by Wilson Jones	 $5,34 	 $2,83 
OFF-GLO-10003496	SUB_CAT-150	GlobeWeis Manila Envelope, Set of 50	 $27,39 	 $18,36 
OFF-FA-10003991	SUB_CAT-160	Stockwell Staples, Bulk Pack	 $7,20 	 $6,34 
OFF-LA-10003215	SUB_CAT-170	Smead File Folder Etiquetas, Laser Printer Compatible	 $8,88 	 $6,93 
FUR-SAF-10003402	SUB_CAT-20	SAFCO Bag Sillas, Black	 $47,01 	 $39,03 
FUR-NOV-10002939	SUB_CAT-20	Novimex Swivel Stool, Black	 $162,03 	 $157,17 
OFF-ELI-10004597	SUB_CAT-70	Elite Box Cutter, Steel	 $34,29 	 $20,94 
OFF-NOV-10000092	SUB_CAT-170	Novimex Color Coded Etiquetas, 5000 Label Set	 $12,81 	 $9,24 
OFF-BI-10004428	SUB_CAT-60	Cardinal Binder, Clear	 $8,86 	 $7,62 
OFF-SU-10000822	SUB_CAT-70	Fiskars Letter Opener, Steel	 $24,63 	 $19,98 
FUR-FU-10004245	SUB_CAT-120	"Career Cubicle Clock, 8 1/4"", Black"	 $20,28 	 $12,57 
OFF-LA-10001026	SUB_CAT-170	Harbour Creations File Folder Etiquetas, 5000 Label Set	 $6,08 	 $4,32 
FUR-FU-10001935	SUB_CAT-120	3M Hangers With Command Adhesive	 $9,08 	 $7,43 
OFF-LA-10004050	SUB_CAT-170	Hon Color Coded Etiquetas, Laser Printer Compatible	 $12,81 	 $8,34 
OFF-PA-10002370	SUB_CAT-140	Xerox Parchment Papel, Recycled	 $13,17 	 $12,12 
OFF-KLE-10001317	SUB_CAT-70	Kleencut Ruler, Easy Grip	 $15,18 	 $14,88 
OFF-FIS-10002661	SUB_CAT-70	Fiskars Shears, Steel	 $47,04 	 $33,42 
OFF-NOV-10004223	SUB_CAT-170	Novimex Shipping Etiquetas, Adjustable	 $8,88 	 $7,29 
OFF-LA-10004114	SUB_CAT-170	Avery File Folder Etiquetas, Alphabetical	 $8,94 	 $6,36 
OFF-ST-10002957	SUB_CAT-110	Sterilite Show Offs Almacenamiento Containers	 $5,28 	 $5,28 
TEC-PH-10001329	SUB_CAT-30	Motorola Headset, Cordless	 $55,06 	 $51,22 
OFF-ST-10000711	SUB_CAT-110	Fellowes Box, Single Width	 $13,14 	 $12,10 
OFF-EN-10003858	SUB_CAT-150	Jiffy Manila Envelope, Recycled	 $24,81 	 $17,13 
TEC-AC-10000290	SUB_CAT-10	Sabrent 4-Port USB 2.0 Hub	 $6,79 	 $4,48 
OFF-PA-10002960	SUB_CAT-140	Xerox 1926	 $4,98 	 $2,64 
OFF-AR-10003876	SUB_CAT-130	Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink	 $3,26 	 $1,83 
OFF-SU-10002412	SUB_CAT-70	Stiletto Letter Opener, Steel	 $16,72 	 $9,54 
FUR-CH-10003180	SUB_CAT-20	Novimex Steel Folding Chair, Adjustable	 $56,48 	 $55,92 
OFF-BI-10004554	SUB_CAT-60	Avery Index Tab, Clear	 $6,33 	 $6,09 
OFF-BI-10002897	SUB_CAT-60	"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""	 $3,67 	 $1,87 
OFF-ENE-10000012	SUB_CAT-140	Enermax Computer Printout Papel, Recycled	 $28,38 	 $26,97 
OFF-PA-10000029	SUB_CAT-140	Xerox 224	 $6,48 	 $3,37 
OFF-SU-10002557	SUB_CAT-70	Fiskars Spring-Action Scissors	 $13,98 	 $10,35 
OFF-JIF-10000890	SUB_CAT-150	Jiffy Peel and Seal, Security-Tint	 $22,41 	 $19,95 
OFF-LA-10003627	SUB_CAT-170	Novimex Round Etiquetas, Adjustable	 $4,17 	 $3,24 
OFF-FA-10002636	SUB_CAT-160	Accos Staples, 12 Pack	 $10,38 	 $9,57 
OFF-BI-10002061	SUB_CAT-60	Ibico Binder, Recycled	 $15,84 	 $9,69 
OFF-BI-10002827	SUB_CAT-60	Avery Durable Poly Carpetas	 $5,53 	 $2,99 
OFF-AVE-10003558	SUB_CAT-170	Avery Round Etiquetas, Alphabetical	 $6,96 	 $5,43 
OFF-BI-10004334	SUB_CAT-60	Avery Hole Reinforcements, Durable	 $5,91 	 $4,92 
OFF-PA-10004735	SUB_CAT-140	Xerox 1905	 $6,48 	 $3,37 
OFF-SU-10002503	SUB_CAT-70	Acme Preferred Stainless Steel Scissors	 $5,68 	 $4,03 
OFF-LA-10001613	SUB_CAT-170	Avery File Folder Etiquetas	 $2,88 	 $1,47 
OFF-HON-10004621	SUB_CAT-170	Hon Color Coded Etiquetas, Adjustable	 $10,71 	 $9,00 
OFF-FA-10003797	SUB_CAT-160	Advantus Push Pins, 12 Pack	 $9,24 	 $6,30 
OFF-HAR-10002083	SUB_CAT-170	Harbour Creations Round Etiquetas, 5000 Label Set	 $7,14 	 $4,38 
TEC-BEL-10000696	SUB_CAT-10	Belkin Mouse, Programmable	 $42,21 	 $34,62 
OFF-HON-10004014	SUB_CAT-170	Hon Shipping Etiquetas, Adjustable	 $9,27 	 $6,03 
OFF-EN-10002559	SUB_CAT-150	Kraft Clasp Envelope, Recycled	 $5,20 	 $3,24 
OFF-AR-10001761	SUB_CAT-130	Avery Hi-Liter Smear-Safe Highlighters	 $5,84 	 $3,74 
OFF-AR-10001988	SUB_CAT-130	Bulldog Table or Wall-Mount Pencil Sharpener	 $5,99 	 $4,25 
FUR-FU-10001667	SUB_CAT-120	Rubbermaid Stacking Tray, Black	 $16,80 	 $15,46 
OFF-AR-10002564	SUB_CAT-130	Boston Pens, Easy-Erase	 $9,66 	 $9,38 
OFF-LA-10003820	SUB_CAT-170	Novimex Color Coded Etiquetas, Adjustable	 $6,88 	 $5,30 
OFF-AR-10000283	SUB_CAT-130	Stanley Highlighters, Blue	 $14,70 	 $10,29 
TEC-AC-10002857	SUB_CAT-10	Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack	 $7,45 	 $5,14 
OFF-PA-10002195	SUB_CAT-140	Xerox 1966	 $5,92 	 $3,06 
OFF-SU-10001506	SUB_CAT-70	Kleencut Letter Opener, Steel	 $15,84 	 $10,46 
OFF-FA-10000790	SUB_CAT-160	Stockwell Rubber Bands, Bulk Pack	 $16,53 	 $9,27 
TEC-MA-10002267	SUB_CAT-90	Konica Calculator, White	 $50,04 	 $35,55 
OFF-LA-10002029	SUB_CAT-170	Hon Round Etiquetas, 5000 Label Set	 $7,05 	 $4,80 
OFF-EN-10003798	SUB_CAT-150	Recycled Interoffice Sobres with Re-Use-A-Seal Closure, 10 x 13	 $17,07 	 $9,05 
OFF-EN-10004955	SUB_CAT-150	Fashion Color Clasp Sobres	 $5,41 	 $2,76 
OFF-PA-10000466	SUB_CAT-140	Memo Book, 100 Message Capacity, 5 3/8” x 11”	 $6,74 	 $3,37 
OFF-EN-10004459	SUB_CAT-150	Security-Tint Sobres	 $7,64 	 $3,90 
TEC-AC-10000387	SUB_CAT-10	KeyTronic KT800P2 - Keyboard - Black	 $15,02 	 $12,32 
FUR-FU-10004053	SUB_CAT-120	DAX Two-Tone Silver Metal Document Frame	 $20,24 	 $11,54 
OFF-PA-10001583	SUB_CAT-140	"1/4 Fold PArtey Design Invitations & White Sobres, 24 8-1/2"" X 11"" Cards, 25 Env./Pack"	 $7,35 	 $3,90 
OFF-PA-10000476	SUB_CAT-140	Eaton Computer Printout Papel, Premium	 $26,55 	 $14,10 
OFF-SU-10004784	SUB_CAT-70	Elite Trimmer, Steel	 $41,07 	 $24,66 
OFF-GLO-10003650	SUB_CAT-150	GlobeWeis Mailers, with clear poly window	 $42,09 	 $34,11 
OFF-FA-10002427	SUB_CAT-160	Stockwell Push Pins, 12 Pack	 $8,94 	 $8,86 
